mergeName,partyKey,canonicalName,name,abbrev,aka,sector,year,congress,votes,percentage,seats,nomineeNames,reps,representatives_status,status,notes,source_url,note_type,status_flag,ui_red_flag,verification_note,membership_notes,reps_source
Gabriela Women's Party,gabriela-women-s-party,Gabriela Women's Party,Gabriela Women's Party,,Gabriela; GABRIELA; Gabriela Women's Party-list,Women,2007,14th Congress,621266,4.05,2,Luzviminda Ilagan; Liza Maza,Luzviminda Ilagan; Liza Maza,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Association of Philippine Electric Cooperatives,association-of-philippine-electric-cooperatives,Association of Philippine Electric Cooperatives,APEC Partylist,,APEC; Association of Philippine Electric Cooperatives; APEC Partylist,,2007,14th Congress,619733,4.04,2,Ernesto Pablo; Edgar Valdez,Ernesto Pablo; Edgar Valdez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
A Teacher Partylist,a-teacher-partylist,A Teacher Partylist,A Teacher Partylist,,A TEACHER; Advocacy for Teacher Empowerment Through Action Cooperation and Harmony Towards Educational Reforms,Education,2007,14th Congress,490853,3.20,2,Mariano Piamonte Jr.; Ulpiano Sarmiento II,Mariano Piamonte Jr.; Ulpiano Sarmiento II,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Akbayan,akbayan,Akbayan,Akbayan,,Akbayan Citizens Action Party; Akbayan Citizens' Action Party; Akbayan Party-list; Akbayan Partylist,,2007,14th Congress,466448,3.04,2,Risa Hontiveros; Walden Bello,Risa Hontiveros; Walden Bello,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Alagad,alagad,Alagad,Alagad,,,,2007,14th Congress,423165,2.76,2,Rodante Marcoleta; Diogenes Osabel,Rodante Marcoleta; Diogenes Osabel,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Cooperative NATCCO Network Party,cooperative-natcco-network-party,Cooperative NATCCO Network Party,Coop-NATCCO,,Cooperative NATCCO Network Party; Coop-NATCCO Partylist,Energy / Cooperatives,2007,14th Congress,409987,2.67,2,Guillermo Cua; Jose Ping-ay; Cresente Paez,Guillermo Cua; Jose Ping-ay; Cresente Paez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Guillermo Cua died on December 17, 2008; Jose Ping-ay took office on January 19, 2009.",https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Guillermo Cua died on December 17, 2008; Jose Ping-ay took office on January 19, 2009.",Congress membership list / party page cross-check
Butil Farmers Party,butil-farmers-party,Butil Farmers Party,Butil Farmers Party,,,Agriculture / Farmers,2007,14th Congress,409168,2.67,2,Leonila Chavez; Agapito Guanlao,Leonila Chavez; Agapito Guanlao,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Leonila Chavez died on January 29, 2010.",https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Leonila Chavez died on January 29, 2010.",Congress membership list / party page cross-check
Alliance of Rural Concerns,alliance-of-rural-concerns,Alliance of Rural Concerns,Alliance of Rural Concerns,,,,2007,14th Congress,374349,2.44,2,Narciso Santiago III; Oscar Francisco,Narciso Santiago III; Oscar Francisco,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Anakpawis,anakpawis,Anakpawis,Anakpawis,,,,2007,14th Congress,370323,2.41,2,Crispin Beltran; Joel Manglungsod; Rafael V. Mariano,Crispin Beltran; Joel Manglungsod; Rafael V. Mariano,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,"Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster. | Crispin Beltran died on May 20, 2008; Rafael V. Mariano took office on June 11, 2008.",https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,membership_change,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,"Crispin Beltran died on May 20, 2008; Rafael V. Mariano took office on June 11, 2008.",Congress membership list / party page cross-check
Anak Mindanao,anak-mindanao,Anak Mindanao,Anak Mindanao,,,Regional,2007,14th Congress,347527,2.27,2,Mujiv Hataman; Ariel Hernandez,Mujiv Hataman; Ariel Hernandez,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
Abono Partylist,abono-partylist,Abono Partylist,Abono,,,Agriculture / Farmers,2007,14th Congress,340002,2.22,2,Robert Raymond Estrella; Francisco Ortega III,Robert Raymond Estrella; Francisco Ortega III,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
You Against Corruption and Poverty,you-against-corruption-and-poverty,You Against Corruption and Poverty,You Against Corruption and Poverty,,,Anti-crime / Governance,2007,14th Congress,331623,2.16,2,Carol Jane Lopez; Haron Omar,Carol Jane Lopez; Haron Omar,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
AGAP Partylist,agap-partylist,AGAP Partylist,AGAP Partylist,,,Agriculture / Farmers,2007,14th Congress,328814,2.14,2,Nicanor Briones; Caesar Cobrador,Nicanor Briones; Caesar Cobrador,VERIFIED_FROM_CONGRESS_MEMBERSHIP_LIST,Active / elected,Verified election-result row with seats > 0. Historical representative names are not filled in this file unless separately verified from an official House roster.,https://en.wikipedia.org/wiki/Template:2007_Philippine_House_party-list_election_results,info,active,no,Seat count row copied from election-result tables; representative names are filled only where separately verified. Use representatives_status to audit completeness.,,Congress membership list / party page cross-check
